Symbol	GSM8422086	GSM8422087	GSM8422088	GSM8422089	GSM8422091	GSM8422092	GSM8422093	GSM8422094	GSM8422095	GSM8422096	GSM8422097
LOC102724615	0	0	0	0	0	0	0	0	0	0	0
MIR4526	0	0	0	0	0	0	0	0	0	0	0
FAM210A	664	614	473	692	666	450	555	666	672	655	644
RNMT	1845	1659	1516	1675	1709	1426	1562	1707	1747	1658	1723
MC5R	2	0	0	2	1	2	0	5	4	9	2
MC2R	0	0	0	0	0	0	0	0	0	0	0
ZNF519	323	294	260	371	432	274	337	371	382	361	404
ANKRD20A5P	11	18	16	15	20	29	34	35	21	19	19
CYP4F35P	5	3	3	3	3	4	3	2	0	1	2
LOC105372003	4	2	1	3	2	7	13	3	4	5	2
CXADRP3	0	0	0	0	0	0	0	0	0	0	0
POTEC	0	0	0	0	0	0	0	0	0	0	0
LOC105372004	0	0	0	0	1	0	0	0	0	0	0
LOC105372006	0	0	0	0	0	0	0	0	0	0	0
LOC105372005	0	0	0	0	0	0	0	0	0	0	0
LOC105372007	0	0	0	0	0	0	0	0	0	0	0
ANKRD30B	1	0	0	0	1	0	0	0	1	2	0
LOC105372008	0	0	0	0	0	0	0	0	0	0	0
MIR3156-2	0	0	0	0	0	0	0	0	0	0	0
LINC01906	0	0	0	0	0	0	3	0	0	0	0
LOC105372010	0	0	0	0	0	0	0	0	0	0	0
LINC01443	0	0	0	0	0	0	0	0	1	0	0
LINC01444	0	0	0	1	0	0	0	0	0	1	1
LOC644669	0	0	0	0	0	0	0	0	0	0	0
ROCK1	2291	2033	1945	2208	2254	1844	2167	2343	2450	2330	2384
LOC107985161	0	0	0	0	0	0	0	0	0	0	0
GREB1L-DT	0	1	0	0	0	0	0	0	0	0	0
GREB1L	176	185	143	186	188	215	271	238	233	184	214
LOC101927521	5	14	6	3	5	4	11	6	7	9	7
ESCO1	755	706	660	659	668	626	647	789	761	688	742
SNRPD1	3161	2734	2916	3166	3421	2216	2566	2353	3149	2837	3152
ABHD3	361	296	306	500	571	440	460	478	614	535	547
MIR320C1	1	0	0	0	0	0	0	0	0	0	0
LOC105376866	4	12	5	13	5	8	3	4	3	8	6
MIB1	2789	2470	2300	3067	3415	2930	3409	3904	3548	3376	3430
MIR133A1HG	0	2	2	3	3	3	1	2	3	0	0
MIR133A1	0	0	0	0	0	1	1	0	0	0	0
MIR1-2	0	0	0	0	0	0	0	0	0	0	0
LOC105372016	0	0	0	0	0	0	0	0	0	0	0
LINC01900	0	0	0	0	0	0	0	0	0	0	0
GATA6-AS1	0	0	0	0	0	0	0	0	0	0	0
GATA6	4	1	9	3	2	8	2	3	1	4	4
LOC105372017	0	0	0	0	0	0	0	0	0	0	0
LOC105372018	0	0	0	0	0	0	0	0	0	0	0
LOC101927548	0	0	0	0	0	0	0	0	0	0	0
LOC105372019	0	0	0	0	0	0	0	0	0	0	0
CTAGE1	1	0	1	0	0	0	0	0	0	0	1
LOC101927571	1	0	1	0	0	0	2	1	0	0	2
RBBP8	885	808	686	754	748	499	625	605	789	727	718
MIR4741	19	14	12	11	11	10	10	7	10	15	10
CABLES1	193	155	160	150	139	182	173	168	148	136	148
TMEM241	388	322	346	259	304	256	276	284	332	279	329
RIOK3	1601	1436	1315	1251	1293	1488	1670	1685	1418	1488	1389
RMC1	517	413	410	468	485	483	488	501	480	479	508
NPC1	1852	1570	1508	1137	1244	1259	1311	1331	1331	1179	1284
ANKRD29	46	40	42	74	90	93	111	86	89	77	75
LAMA3	21	33	22	33	24	35	41	43	25	41	39
LOC107985181	0	0	0	0	0	0	0	0	0	0	0
LINC02958	0	0	0	0	0	0	0	0	0	0	0
TTC39C	319	291	289	216	208	172	143	174	217	221	222
TTC39C-AS1	2	5	2	0	1	1	3	2	2	1	1
LOC112268213	10	11	6	8	9	5	10	7	11	9	8
CABYR	380	310	273	322	387	393	417	429	425	442	426
OSBPL1A	919	773	709	691	737	856	950	997	809	791	851
MIR320C2	0	0	0	0	0	0	0	0	0	0	0
IMPACT	1353	1038	1079	1052	1082	994	1110	1267	1227	1101	1081
HRH4	6	6	2	3	4	8	8	2	12	3	3
LOC105372026	0	0	0	0	0	0	0	0	0	1	0
LINC01915	0	0	0	0	0	0	0	0	0	0	0
LOC105372027	0	0	0	0	0	0	0	0	0	0	0
LOC105372028	0	0	0	0	0	0	0	0	0	0	0
LOC105372029	0	0	0	0	0	0	0	0	0	0	0
LINC01894	0	0	0	0	0	0	0	0	0	0	0
LOC107985141	0	0	0	0	0	0	0	0	0	0	0
ZNF521	0	0	0	0	0	2	3	3	0	3	2
LOC107987256	0	0	0	0	0	0	0	0	1	0	0
LOC105372031	0	0	0	0	0	0	0	0	0	0	0
SS18	2165	1882	1776	2446	2556	2460	2595	2677	2784	2498	2735
PSMA8	0	0	0	0	0	0	0	0	0	0	0
TAF4B	613	504	493	541	570	480	538	585	553	453	504
LOC105372034	0	0	1	2	1	0	0	0	3	0	0
LOC107985142	0	3	1	2	0	1	0	0	0	1	1
LINC01543	0	0	0	1	1	0	1	4	0	1	3
KCTD1	231	208	209	250	227	331	345	336	271	262	294
MIR8057	0	0	0	0	0	0	0	0	0	0	0
LOC102725227	0	0	0	0	0	1	0	0	0	0	0
PCAT18	0	0	0	0	0	0	0	0	0	0	0
LOC105372035	0	0	0	0	0	0	0	0	0	0	0
AQP4	0	0	0	0	0	0	0	0	0	0	0
AQP4-AS1	0	0	0	0	0	0	0	0	0	0	0
CHST9	0	0	0	1	0	1	0	1	0	0	0
LOC105372036	0	0	0	0	0	0	0	0	0	0	0
LOC107985143	0	0	0	0	0	0	0	0	0	0	0
LINC01908	0	0	0	0	0	0	0	0	0	0	0
LOC105372038	0	0	0	0	0	0	0	0	0	0	0
LOC105372040	0	0	0	0	0	0	0	0	0	0	0
LOC105372041	0	0	0	0	0	0	0	0	0	0	0
LOC107985126	0	0	0	0	0	0	0	0	0	0	0
LOC105372042	0	0	0	0	0	0	0	0	0	0	0
CDH2	1	0	0	0	0	0	0	1	0	0	0
LOC105372043	0	0	0	0	0	0	0	0	0	0	0
LOC105372044	0	0	2	0	1	0	0	2	2	0	0
LOC105372045	0	0	0	0	0	0	0	0	0	0	0
MIR302F	0	0	0	0	0	0	0	0	0	0	0
LOC105372046	0	0	0	0	0	0	0	0	0	0	0
LOC105372047	0	0	0	0	0	0	0	0	0	0	0
DSC3	0	0	0	0	0	0	0	0	0	0	0
DSC2	51	42	38	47	66	66	100	104	66	56	58
DSCAS	2	0	0	2	1	5	3	3	0	2	1
DSC1	0	0	0	0	1	2	3	2	1	0	1
LOC105372049	0	0	0	0	0	0	0	0	0	0	0
DSG1	1	0	0	0	0	0	0	0	0	0	0
DSG1-AS1	1	0	0	0	0	0	0	0	0	0	0
DSG4	0	0	0	0	0	0	0	0	0	0	0
DSG3	0	0	0	0	0	0	0	0	0	1	0
DSG2	761	679	565	945	1095	1194	1373	1475	1278	1167	1215
DSG2-AS1	37	39	27	32	57	79	70	75	71	67	68
TTR	0	0	0	0	0	0	0	0	0	0	0
B4GALT6	137	133	145	150	193	110	109	135	201	144	148
SLC25A52	0	0	1	1	1	0	1	0	1	1	0
TRAPPC8	1262	1119	1048	1048	1159	1103	1234	1328	1199	1158	1293
RNF125	516	409	430	440	457	422	448	523	465	413	420
RNF138	1367	1176	1084	1182	1184	898	956	1192	1322	1189	1204
MEP1B	1	0	3	0	7	2	6	2	2	5	2
GAREM1	210	155	185	165	192	229	284	258	232	208	232
WBP11P1	0	1	0	0	0	0	0	0	0	0	1
KLHL14	0	0	0	0	0	0	0	0	0	0	0
LOC112268208	0	0	0	0	0	0	0	0	0	0	0
LOC105372055	0	0	0	0	0	0	0	0	0	0	0
LOC105372058	0	0	0	0	0	0	0	0	0	0	0
LOC107985186	0	0	0	0	0	0	0	0	0	0	0
CCDC178	1	0	0	0	0	0	0	0	0	0	0
LOC105372059	0	0	0	0	0	0	0	0	0	0	0
ASXL3	0	0	1	0	0	0	0	0	0	0	0
LOC107985157	0	0	0	0	0	0	0	0	0	0	0
NOL4	0	0	0	0	0	0	0	0	0	0	0
DTNA	0	0	0	1	1	0	0	0	0	0	0
LOC105372061	0	0	0	0	0	0	0	0	0	0	0
MAPRE2	500	437	405	442	493	526	592	616	544	515	558
ZNF397	1067	991	861	1015	1169	1196	1317	1284	1230	1101	1098
ZSCAN30	341	268	279	316	358	507	554	542	414	389	392
ZNF271P	684	565	532	725	792	684	850	938	857	752	793
LOC107985139	168	147	145	193	179	171	184	172	166	175	175
ZNF24	1651	1460	1368	1784	1767	1480	1642	1860	2013	1781	1790
ZNF396	28	29	29	14	18	31	35	36	20	47	24
LOC105372063	1	0	0	0	0	0	0	0	0	0	1
INO80C	353	284	258	140	180	146	140	163	157	146	158
MIR3975	0	0	0	0	0	0	0	0	0	0	0
GALNT1	1726	1626	1407	1739	1849	1461	1689	1767	2019	1827	1921
LOC105372065	1	2	0	0	1	0	2	3	1	1	0
LOC105372064	93	73	84	111	110	70	90	88	111	111	91
MIR187	0	0	0	0	0	0	0	0	0	0	0
MIR3929	0	0	0	0	0	0	0	0	0	0	0
LOC105372066	1	1	0	1	0	0	0	0	1	0	0
C18orf21	372	288	257	306	304	286	281	260	315	296	330
RPRD1A	2593	2232	2033	2822	3102	2143	2569	2637	3100	2709	2874
SLC39A6	2072	1810	1669	1980	1974	1518	1747	1945	2053	1779	1893
ELP2	2426	2275	2105	2007	2087	1896	2132	2161	2152	2012	1949
COSMOC	9	6	8	11	9	13	14	7	10	9	11
MOCOS	8	8	7	8	4	8	14	7	6	7	4
FHOD3	87	94	75	52	62	42	68	60	65	48	60
LOC105372071	0	0	0	0	0	0	0	0	0	0	0
TPGS2	2379	1992	2105	2058	2291	2380	2698	2417	2312	2107	2257
KIAA1328	285	272	316	344	339	444	435	407	310	383	342
LOC105372069	0	0	1	0	0	0	0	0	0	1	0
CELF4	22	19	17	13	11	16	20	18	27	23	17
LOC105372068	0	0	0	0	0	0	0	0	0	0	0
SNORA111	0	0	0	0	0	0	0	0	0	0	0
LOC107985118	0	0	0	0	0	0	0	0	0	0	0
MIR4318	0	0	0	0	0	0	0	0	0	0	0
LOC102724417	0	0	0	0	0	0	0	0	0	0	0
LOC105372073	0	0	0	0	0	0	0	0	0	0	0
LOC105372072	0	0	0	0	0	0	0	0	0	0	0
LOC105372074	0	0	0	0	0	0	0	0	0	0	0
LOC112268212	0	0	0	0	0	0	0	0	0	0	0
LOC105372076	0	0	0	0	0	0	0	0	0	0	0
LOC105372077	0	0	0	0	0	0	0	0	0	0	0
MIR924HG	0	0	0	0	0	0	0	0	0	0	0
LOC112268214	0	0	0	0	0	0	0	0	0	0	0
LOC101927879	0	0	0	0	0	0	0	0	0	0	0
MIR924	0	0	0	0	0	0	0	0	0	0	0
LOC101927857	0	0	0	0	0	0	0	0	0	0	0
MIR5583-2	0	0	0	0	0	0	0	0	0	0	0
MIR5583-1	0	0	0	0	0	0	0	0	0	0	0
LINC01902	0	0	0	0	0	0	0	0	0	0	0
LINC01901	0	0	0	0	0	0	0	0	0	0	0
LOC105372081	0	0	0	0	0	0	0	0	0	0	0
LINC01477	0	0	0	0	0	0	0	0	0	0	0
LOC105372082	0	0	0	0	0	0	0	0	0	0	0
LOC107985132	0	0	0	0	0	0	0	0	0	0	0
LOC105372084	0	0	0	0	0	0	0	0	0	0	0
LOC107985168	0	0	0	0	0	0	0	0	0	0	0
KC6	0	0	0	0	0	0	0	0	0	0	0
LOC105372083	0	0	0	0	0	0	0	0	0	0	0
LOC105372085	0	0	0	0	0	0	0	0	0	0	0
PIK3C3	866	730	706	799	811	785	901	931	921	796	871
LINC00907	2	1	0	0	1	1	1	1	0	0	2
RIT2	0	0	0	0	0	0	0	0	0	0	0
SYT4	0	0	0	0	0	0	0	0	0	0	0
LOC105372088	0	0	0	0	0	0	0	0	0	0	0
LOC105372087	0	0	0	0	0	0	0	0	0	0	0
LINC01478	0	0	0	0	0	0	0	0	0	0	0
LINC01601	0	0	0	0	0	0	0	0	0	0	0
LOC105372089	0	0	0	0	0	0	0	0	0	0	0
SETBP1-DT	0	0	0	0	0	0	0	0	0	0	0
SETBP1	0	0	0	0	0	0	0	0	0	0	0
MIR4319	0	0	0	0	0	0	0	0	0	0	0
LOC105372091	0	0	0	0	0	0	0	0	0	0	0
LOC101927961	0	0	0	0	0	0	0	0	0	0	0
SLC14A2	0	1	0	0	0	2	0	0	0	0	0
SLC14A2-AS1	0	0	0	0	0	0	0	0	0	0	0
LOC107985153	0	1	0	0	2	3	6	2	0	5	2
LOC105372093	0	2	0	3	2	1	4	1	1	1	1
LOC105372092	0	0	0	0	0	0	1	0	0	0	0
SLC14A1	2	3	4	4	6	9	7	10	2	1	9
EPG5	1139	1061	943	947	1068	1216	1287	1312	1198	1131	1202
SIGLEC15	2	3	2	5	5	7	10	2	1	5	1
PSTPIP2	188	160	135	121	118	129	135	173	127	103	120
ATP5F1A	17816	15293	14848	15227	16465	16459	18353	16566	17132	15654	16372
TRK-CTT6-1	4	1	0	3	1	1	3	2	7	3	4
HAUS1	1060	1052	966	1125	1056	957	1021	978	1207	979	1021
C18orf25	1230	1098	1054	1102	1306	1068	1265	1201	1355	1211	1329
RNF165	0	1	0	0	0	0	0	1	0	0	0
LOC105372095	0	0	0	0	0	0	0	0	0	0	0
LOXHD1	0	0	2	0	0	0	0	2	1	0	0
LOC105372096	0	0	0	0	0	0	0	0	0	0	2
ST8SIA5	14	7	7	17	2	16	18	31	13	13	20
ST8SIA5-DT	2	1	6	9	4	7	7	11	3	4	4
PIAS2	1403	1150	1158	1257	1385	1287	1466	1506	1450	1308	1372
KATNAL2	125	151	127	116	124	203	233	180	145	137	161
ELOA3DP	1	0	0	0	0	2	1	0	0	0	0
ELOA3CP	0	0	0	0	0	0	0	0	1	0	0
ELOA3BP	0	0	2	0	0	2	3	2	1	2	2
ELOA3P	1	0	1	0	0	2	2	2	1	0	2
ELOA2	2	1	1	1	3	1	5	3	2	1	4
LOC105372098	17	18	16	20	21	34	34	30	28	25	30
HDHD2	714	563	543	552	581	453	649	579	638	499	643
IER3IP1	1251	1135	1013	1286	1375	941	1131	1149	1402	1293	1354
SKOR2	0	0	0	0	0	0	0	0	0	0	0
MIR4527HG	0	0	0	0	0	0	0	0	0	0	0
MIR4527	0	0	0	0	0	0	0	0	0	0	0
LOC105372100	0	0	0	0	0	0	0	0	0	0	0
SMAD2	1990	1874	1857	1824	2026	1672	1939	1966	2004	2028	2076
LOC105372101	0	0	0	0	0	0	0	0	0	0	0
ZBTB7C	2	2	0	1	2	3	3	3	3	1	2
ZBTB7C-AS1	0	2	0	1	1	3	1	3	1	1	0
ZBTB7C-AS2	0	0	0	0	0	0	0	0	0	0	0
CTIF	967	953	886	912	960	1476	1522	1320	971	1048	995
LOC107987258	60	35	35	38	20	51	60	40	33	29	33
MIR4743	0	0	0	0	0	0	1	0	0	0	0
LOC105372107	3	0	0	4	3	6	9	4	6	3	2
LOC107985147	2	0	0	5	4	3	2	1	0	2	2
LOC105372106	4	1	0	1	4	1	2	2	3	3	1
LOC105372105	13	11	11	6	11	16	11	9	11	7	5
SMAD7	10	16	9	39	36	60	65	52	33	35	43
LOC105372108	4	0	0	1	2	1	4	5	0	0	2
DYM-AS1	4	0	2	1	2	3	2	0	4	4	2
DYM	1313	1130	1084	1159	1179	1039	1173	1175	1225	1153	1211
MIR4744	0	1	0	0	0	1	0	0	0	0	0
C18orf32	227	211	205	208	207	224	235	263	242	230	202
RPL17-C18orf32	13617	11487	11454	10922	11722	10479	12074	10444	11180	9674	10783
MIR1539	1	0	0	0	0	0	0	0	0	0	0
RPL17	13561	11461	11445	10908	11700	10450	12044	10349	11152	9612	10784
SNORD58C	49	33	48	59	33	30	28	37	33	33	30
SNORD58A	35	28	34	40	36	28	25	24	27	36	42
SNORD58B	722	638	666	616	625	528	607	476	642	533	575
LINC02837	0	0	0	0	0	0	0	0	0	0	0
LIPG	149	102	111	30	29	10	16	8	14	21	27
LOC105372112	0	1	2	0	0	0	0	0	0	0	0
LOC112268210	0	0	0	0	0	0	0	0	0	0	0
LOC107984031	1	0	1	0	0	0	0	0	0	0	0
ACAA2	2545	1990	2024	2306	2475	2806	3290	3028	2647	2351	2498
SNHG22	11	10	8	5	4	4	12	7	5	9	6
SCARNA17	16	11	13	17	8	14	13	12	10	11	5
MYO5B	53	38	62	42	38	47	57	66	40	49	30
MIR4320	0	0	0	0	0	0	0	0	0	0	0
CFAP53	35	20	25	13	22	28	30	28	27	21	17
MBD1	1420	1279	1292	1354	1470	1384	1498	1484	1535	1404	1588
CXXC1	1041	855	871	1092	1180	958	1175	840	1037	979	1047
LOC105372114	0	0	0	0	0	0	0	0	0	0	0
SKA1	810	714	676	979	1049	534	637	758	1141	1021	1074
LOC105372115	13	10	9	14	23	9	13	20	24	24	32
MAPK4	9	13	7	5	2	7	3	3	1	7	1
LOC105372116	0	0	0	0	0	0	0	0	0	0	0
MRO	0	1	0	2	1	3	6	8	1	0	2
ME2	3545	3181	2803	2784	3048	2240	2528	2679	2993	2762	2870
ELAC1	148	134	138	144	153	203	205	188	170	132	165
LOC107985152	35	29	30	33	34	44	50	43	41	30	32
LOC105372117	85	72	80	119	125	104	143	142	137	111	120
SMAD4	1657	1445	1366	1519	1714	1575	1670	1739	1813	1711	1743
MEX3C	1397	1169	1133	1003	1162	1099	1207	1325	1390	1267	1223
LOC105372118	1	7	5	1	0	2	2	1	4	3	4
LINC01630	0	0	0	0	0	0	1	0	0	0	0
LOC105372120	0	0	0	0	0	0	0	0	0	0	0
LOC105372121	0	0	0	0	0	0	0	0	0	0	0
DCC	24	27	21	41	28	23	67	44	36	27	36
MIR4528	0	0	0	0	0	0	0	0	0	0	0
LINC01919	0	0	0	0	0	0	0	0	0	0	0
LINC01917	0	0	0	0	0	0	0	0	0	0	0
MBD2	321	294	317	310	300	381	374	265	276	281	253
SNORA37	7	2	7	6	5	2	7	2	3	5	6
POLI	541	495	411	466	577	577	633	668	585	573	542
STARD6	9	6	4	4	5	5	7	5	5	4	6
C18orf54	560	527	461	568	636	332	433	508	598	588	656
DYNAP	0	0	0	0	0	0	0	0	0	0	0
RAB27B	3973	3485	3236	1833	2061	1017	1210	1405	1744	1575	1539
CCDC68	824	708	603	480	569	251	284	390	492	467	433
LOC107985125	0	0	0	0	0	0	0	0	0	0	0
LINC03035	0	0	0	0	0	0	0	0	0	0	0
LINC01929	0	0	0	0	0	0	0	0	0	0	0
TCF4	1	3	0	0	0	0	0	2	0	0	0
TCF4-AS1	0	0	0	0	0	0	0	0	0	0	0
MIR4529	0	0	0	0	0	0	0	0	0	0	0
LOC105372126	0	0	0	0	0	0	0	0	0	0	0
LOC105372130	0	0	0	0	0	0	0	0	0	0	0
LINC01415	0	0	0	0	0	0	0	0	0	0	0
LOC107985183	0	0	0	0	0	0	0	0	0	0	0
LOC105372131	0	0	0	0	0	0	0	0	0	0	0
LINC01416	0	0	0	0	0	0	0	0	0	0	0
LOC107985164	0	0	0	0	0	0	0	0	0	0	0
LOC642484	0	0	0	0	0	0	0	0	0	0	0
LINC01905	0	0	0	0	0	0	0	0	0	0	0
LINC01539	0	0	0	0	0	0	0	0	0	0	0
LOC105372132	0	0	0	0	0	0	0	0	0	0	0
LOC105372135	0	0	0	0	0	0	0	0	0	0	0
TXNL1	1986	1716	1732	1882	2028	1662	1957	1864	2108	1748	2002
WDR7	543	501	428	462	499	514	596	533	556	503	564
WDR7-OT1	0	4	3	2	7	10	17	17	10	4	6
LOC105372136	0	0	0	0	0	0	2	1	0	0	0
LINC-ROR	0	0	0	0	0	4	1	1	2	0	0
BOD1L2	0	0	0	0	0	0	0	0	0	0	0
LINC02565	0	0	0	0	0	0	0	0	0	1	0
ST8SIA3	0	0	0	0	0	0	0	0	2	0	0
ONECUT2	452	433	369	272	307	211	221	227	300	285	239
LOC112267870	0	5	3	6	2	2	2	3	1	1	5
FECH	1404	1317	1279	1295	1424	1792	2036	1896	1636	1549	1621
NARS1	5485	4638	4533	5313	5492	3937	4548	4742	5128	4657	4998
ATP8B1-AS1	80	89	65	106	110	113	128	142	143	92	111
ATP8B1	50	55	62	210	253	357	479	483	294	233	269
LOC105372141	39	37	46	53	61	56	72	83	39	45	32
LOC105372140	0	0	0	0	0	0	0	0	0	0	0
NEDD4L	364	359	314	462	438	516	528	510	511	460	427
LOC105372143	1	0	0	0	0	0	0	1	0	0	1
LOC107985182	0	0	0	0	0	0	0	0	0	0	0
MIR122	0	0	0	0	0	0	0	0	0	0	0
MIR3591	0	0	0	0	0	0	0	0	0	0	0
ALPK2	3	3	0	86	78	118	96	119	74	52	96
LOC105372145	0	0	0	0	0	1	0	0	0	0	1
SNORA108	0	0	0	0	0	0	0	0	0	0	0
LOC102724745	0	0	0	2	2	0	0	2	2	4	1
MALT1-AS1	35	15	23	23	35	38	22	32	36	37	29
MALT1	616	508	521	686	722	671	666	813	793	804	761
LOC105372146	0	3	1	0	1	0	0	0	2	1	0
LINC01926	0	0	0	0	0	0	0	0	0	0	0
ZNF532	203	205	188	124	117	181	178	198	169	138	156
LOC112268211	0	0	0	0	0	0	0	0	0	0	0
OACYLP	0	0	0	1	0	0	0	0	0	0	0
LOC107987259	0	0	0	0	0	0	0	1	0	0	0
SEC11C	571	441	458	405	486	364	391	378	473	417	407
GRP	0	0	0	0	0	0	0	0	0	0	0
RAX	0	0	0	0	0	0	1	0	0	0	0
CPLX4	0	0	0	0	1	0	0	0	0	0	0
LMAN1	6534	5453	5136	5467	5970	4710	5446	6060	6323	5738	5903
LOC107985156	0	0	0	0	0	0	2	3	1	0	3
CCBE1	0	0	0	0	0	1	0	0	0	0	0
PMAIP1	342	282	272	337	386	211	283	277	344	308	329
LOC105372151	0	0	0	0	0	0	0	0	0	0	0
LOC105372152	0	0	0	0	0	0	0	0	0	0	0
LOC105372155	0	0	0	0	0	0	0	0	0	0	0
MC4R	0	0	0	0	0	1	1	0	0	0	0
LOC105372156	0	0	0	0	0	0	0	0	0	0	0
CDH20	0	0	0	0	0	0	0	0	1	0	0
LOC105372157	0	0	0	0	0	0	0	0	0	0	0
LINC01544	0	0	0	0	0	1	0	0	0	0	0
RNF152	19	15	15	41	75	66	55	72	57	41	56
LOC105372159	0	0	0	0	0	2	0	0	0	0	0
LOC112268209	0	0	0	0	0	0	0	0	0	0	0
LOC105372158	0	0	0	0	1	0	2	0	0	1	0
PIGN	937	855	739	999	972	1021	1055	1188	1079	980	979
RELCH	900	738	747	841	890	942	1108	1116	1073	945	1078
TNFRSF11A	28	21	17	30	28	54	42	42	44	37	60
ZCCHC2	410	428	360	554	547	630	744	764	648	581	629
PHLPP1	643	551	513	448	441	521	479	476	490	483	510
LOC105372160	2	0	1	0	0	0	0	0	0	0	0
LOC105372161	0	0	0	0	0	0	0	0	0	0	0
BCL2	163	168	173	126	129	46	44	56	126	94	112
KDSR	1410	1259	1119	1137	1178	821	929	892	1136	1116	1066
VPS4B	1579	1441	1276	1435	1490	1356	1499	1687	1669	1664	1608
SERPINB5	0	0	0	0	0	0	0	0	0	0	0
SERPINB12	0	0	0	0	0	0	0	0	0	0	0
SERPINB13	0	0	0	0	0	0	0	0	0	0	0
SERPINB4	0	0	0	0	0	0	0	0	0	0	0
SERPINB3	0	0	0	0	0	0	0	0	0	0	0
SERPINB11	0	0	0	0	0	0	0	0	0	0	0
SERPINB7	1	0	0	0	0	0	0	0	0	1	0
SERPINB2	0	0	1	0	0	0	0	0	0	0	0
SERPINB10	0	0	0	0	0	0	0	0	0	0	0
HMSD	34	19	8	10	9	8	18	15	11	10	11
LOC105372165	59	66	45	32	46	36	47	26	24	29	40
SERPINB8	720	689	653	405	408	254	316	339	418	362	346
LINC00305	0	0	0	0	0	0	0	0	0	0	0
LINC01924	0	0	0	0	0	0	0	0	0	0	0
LINC01538	0	0	0	0	0	0	0	0	0	0	0
LOC105372166	0	0	0	0	0	0	0	0	0	0	0
LOC105372167	0	0	0	0	0	0	0	0	0	0	0
LOC107985178	0	0	0	0	0	0	0	0	0	0	0
LOC101927404	0	0	0	0	0	0	0	0	0	0	0
LOC105372168	0	0	0	0	0	0	0	0	0	0	0
LINC01916	0	0	0	0	0	0	0	0	0	0	0
LOC105372169	0	0	0	0	0	0	0	0	0	0	0
CDH7	0	0	0	0	0	0	0	0	0	0	0
LOC105372170	0	0	0	0	0	0	0	0	0	0	0
CDH19	1	0	0	0	0	0	0	0	0	0	0
MIR5011	0	0	0	0	0	0	0	0	0	0	0
DSEL	70	58	76	131	134	126	143	152	148	157	154
DSEL-AS1	1	2	3	2	5	3	8	5	5	6	3
LOC105372174	0	0	0	0	0	0	0	0	0	0	0
LOC105372173	0	0	0	0	0	0	0	0	0	0	0
LOC105372172	0	0	0	0	0	0	0	0	0	0	0
LINC01903	0	0	0	0	0	0	0	0	0	0	0
LINC01912	0	0	0	0	0	0	0	0	0	0	0
TMX3	1755	1524	1503	1618	1626	1099	1325	1571	1824	1591	1618
CCDC102B	25	24	32	30	24	58	53	58	34	46	49
LOC107985134	1	1	2	0	1	0	6	2	2	0	2
LOC107985135	0	0	0	0	0	0	0	0	0	0	0
LOC107985136	0	0	0	0	0	0	0	0	0	0	0
DOK6	4	0	0	1	4	3	2	0	0	2	2
LOC105372179	0	0	0	0	0	0	0	0	0	0	0
LOC105372178	0	0	0	0	1	0	0	1	1	0	0
LOC107985138	0	0	0	0	0	0	0	0	0	0	0
CD226	42	27	14	21	38	14	45	28	38	34	39
RTTN	1840	1669	1579	1463	1505	939	1002	1158	1488	1448	1568
LOC105372180	9	9	11	11	17	8	7	12	10	14	8
LOC107985158	1	3	5	1	6	2	5	2	3	4	0
SOCS6	3116	2774	2682	1866	1973	1600	1773	1908	2024	1856	1918
LINC01909	18	23	21	19	16	22	21	10	23	15	13
LIVAR	17	19	11	11	7	8	16	12	8	10	9
LINC01910	95	61	75	32	41	18	19	23	25	32	36
LOC112268215	28	14	9	6	2	3	6	2	5	4	6
LOC105376872	3	13	8	1	7	7	12	4	7	3	3
GTSCR1	0	0	0	0	0	0	0	0	0	0	0
LOC107985166	0	0	0	0	0	0	0	0	0	0	0
LOC105372185	20	11	19	9	5	10	10	13	2	9	5
LOC105372188	0	0	0	0	0	1	0	0	0	0	0
LOC105372187	0	0	0	0	0	0	0	0	0	0	0
LOC107985179	0	0	0	0	0	0	0	0	0	0	0
LINC01541	0	0	0	0	0	0	0	0	0	0	0
LOC105372186	0	0	0	0	0	0	0	0	0	0	0
LINC01899	0	0	0	0	0	0	0	0	0	0	0
LOC105376873	0	0	0	0	0	0	0	0	0	0	0
LOC102725148	0	0	0	0	0	0	0	0	0	0	0
LOC105372189	0	0	0	0	0	0	0	0	0	0	0
CBLN2	0	0	0	0	0	0	0	0	0	0	0
NETO1	0	0	0	0	0	0	0	0	0	0	0
MIR548AV	0	0	0	0	0	0	0	0	0	0	0
NETO1-DT	0	0	0	0	0	0	0	0	0	0	0
LINC02864	0	0	0	0	0	0	0	0	0	0	0
LINC02582	2	3	2	0	0	0	1	0	0	0	0
LOC105372190	0	0	0	0	0	0	0	0	0	0	0
LOC105372191	0	0	0	0	0	0	0	0	0	0	0
FBXO15	11	15	19	8	9	27	22	32	20	14	24
TIMM21	730	641	553	810	847	474	576	625	792	683	700
CYB5A	476	459	484	405	438	457	502	439	441	404	427
C18orf63	0	0	0	0	0	0	0	0	0	0	0
LINC01922	0	0	0	0	0	0	0	0	0	0	0
DIPK1C	0	2	4	0	3	3	5	7	1	1	1
CNDP2	2050	1904	1719	1684	1779	1876	1962	1807	1834	1710	1773
CNDP1	0	0	2	0	0	4	2	2	1	0	0
ZNF407	460	422	409	386	475	421	533	536	478	463	437
ZNF407-AS1	75	79	75	67	85	98	106	100	78	83	86
